id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,jarak_hari_nabung,persentase_terkumpul
TAB-2051,11,2022-11-25,Beli Action Figure/Gunpla,2620000,112000,1313281,1306719,Belum Selesai,31,50.13
TAB-2051,12,2022-12-23,Beli Action Figure/Gunpla,2620000,121567,1434848,1185152,Belum Selesai,28,54.77
TAB-2051,13,2023-01-09,Beli Action Figure/Gunpla,2620000,110425,1545273,1074727,Belum Selesai,17,58.98
TAB-2051,14,2023-02-05,Beli Action Figure/Gunpla,2620000,104571,1649844,970156,Belum Selesai,27,62.97
TAB-2051,15,2023-02-16,Beli Action Figure/Gunpla,2620000,93857,1743701,876299,Belum Selesai,11,66.55
TAB-2051,16,2023-03-17,Beli Action Figure/Gunpla,2620000,104586,1928707,691293,Belum Selesai,29,73.61
TAB-2051,17,2023-03-30,Beli Action Figure/Gunpla,2620000,88000,2017376,602624,Belum Selesai,13,77.0
TAB-2051,18,2023-04-08,Beli Action Figure/Gunpla,2620000,103098,2120474,499526,Belum Selesai,9,80.93
TAB-2051,19,2023-04-30,Beli Action Figure/Gunpla,2620000,106188,2226662,393338,Belum Selesai,22,84.99
TAB-2051,20,2023-05-18,Beli Action Figure/Gunpla,2620000,92066,2318728,301272,Belum Selesai,18,88.5
TAB-2051,21,2023-06-17,Beli Action Figure/Gunpla,2620000,84665,2403393,216607,Belum Selesai,30,91.73
TAB-2051,22,2023-07-14,Beli Action Figure/Gunpla,2620000,99323,2502716,117284,Belum Selesai,27,95.52
TAB-2051,23,2023-07-30,Beli Action Figure/Gunpla,2620000,91269,2593985,26015,Belum Selesai,16,99.01
TAB-2051,24,2023-08-25,Beli Action Figure/Gunpla,2620000,26015,2620000,0,Selesai,26,100.0
TAB-2052,1,2022-04-24,Tanpa Nama,7030000,88962,88962,6941038,Belum Selesai,0,1.27
TAB-2052,2,2022-05-11,Tanpa Nama,7030000,78465,167427,6862573,Belum Selesai,17,2.38
TAB-2052,3,2022-06-10,Tanpa Nama,7030000,84557,251984,6778016,Belum Selesai,30,3.58
TAB-2052,4,2022-07-08,Tanpa Nama,7030000,101399,353383,6676617,Belum Selesai,28,5.03
TAB-2052,5,2022-08-02,Tanpa Nama,7030000,80240,433623,6596377,Belum Selesai,25,6.17
TAB-2052,6,2022-08-12,Tanpa Nama,7030000,84386,518009,6511991,Belum Selesai,10,7.37
TAB-2052,7,2022-08-22,Tanpa Nama,7030000,85805,603814,6426186,Belum Selesai,10,8.59
TAB-2052,8,2022-09-07,Tanpa Nama,7030000,94593,698407,6331593,Belum Selesai,16,9.93
TAB-2052,9,2022-09-16,Tanpa Nama,7030000,96456,794863,6235137,Belum Selesai,9,11.31
TAB-2052,10,2022-09-26,Tanpa Nama,7030000,78725,873588,6156412,Belum Selesai,10,12.43
TAB-2052,11,2022-10-22,Tanpa Nama,7030000,95727,969315,6060685,Belum Selesai,26,13.79
TAB-2052,12,2022-11-01,Tanpa Nama,7030000,90793,1060108,5969892,Belum Selesai,10,15.08
TAB-2052,13,2022-11-19,Tanpa Nama,7030000,84974,1145082,5884918,Belum Selesai,18,16.29
TAB-2052,14,2022-12-03,Tanpa Nama,7030000,85830,1230912,5799088,Belum Selesai,14,17.51
TAB-2052,15,2022-12-19,Tanpa Nama,7030000,99131,1330043,5699957,Belum Selesai,16,18.92
TAB-2052,16,2022-12-31,Tanpa Nama,7160000,99858,1429901,5600099,Belum Selesai,12,19.97
TAB-2052,17,2023-01-21,Tanpa Nama,7030000,96631,1526532,5503468,Belum Selesai,21,21.71
TAB-2052,18,2023-02-21,Tanpa Nama,7030000,96669,1623201,5406799,Belum Selesai,31,23.09
TAB-2052,19,2023-03-19,Tanpa Nama,7030000,100254,1723455,5306545,Belum Selesai,26,24.52
TAB-2052,20,2023-03-28,Tanpa Nama,7030000,74566,1798021,5231979,Belum Selesai,9,25.58
TAB-2052,21,2023-04-11,Tanpa Nama,7030000,101000,1899544,5130456,Belum Selesai,14,27.02
TAB-2052,22,2023-05-10,Tanpa Nama,7030000,90068,1989612,5040388,Belum Selesai,29,28.3
TAB-2052,23,2023-06-06,Tanpa Nama,7030000,88149,2077761,4952239,Belum Selesai,27,29.56
TAB-2052,24,2023-06-26,Tanpa Nama,7030000,74193,2151954,4878046,Belum Selesai,20,30.61
TAB-2052,25,2023-07-11,Tanpa Nama,7030000,91614,2243568,4786432,Belum Selesai,15,31.91
TAB-2052,26,2023-07-27,Tanpa Nama,7030000,92800,2336368,4693632,Belum Selesai,16,33.23
TAB-2052,27,2023-08-10,Tanpa Nama,7030000,79738,2680842,4349158,Belum Selesai,14,38.13
TAB-2052,28,2023-08-14,Tanpa Nama,7030000,81467,2417835,4612165,Belum Selesai,4,34.39
TAB-2052,29,2023-08-27,Tanpa Nama,7030000,99707,2517542,4512458,Belum Selesai,13,35.81
TAB-2052,30,2023-09-17,Tanpa Nama,7030000,83562,2601104,4428896,Belum Selesai,21,37.0
TAB-2052,31,2023-10-24,Tanpa Nama,7160000,103428,2784270,4245730,Belum Selesai,37,38.89
TAB-2052,32,2023-11-24,Tanpa Nama,7030000,96487,2880757,4149243,Belum Selesai,31,40.98
TAB-2052,33,2023-12-06,Tanpa Nama,7030000,82129,2962886,4067114,Belum Selesai,12,42.15
TAB-2052,34,2023-12-15,Tanpa Nama,7030000,89153,3052039,3977961,Belum Selesai,9,43.41
TAB-2052,35,2023-12-23,Tanpa Nama,7030000,86000,3138271,3891729,Belum Selesai,8,44.64
TAB-2052,36,2024-01-11,Tanpa Nama,7030000,99466,3237737,3792263,Belum Selesai,19,46.06
TAB-2052,37,2024-01-24,Tanpa Nama,7030000,86965,3324702,3705298,Belum Selesai,13,47.29
TAB-2052,38,2024-02-02,Tanpa Nama,7030000,93771,3418473,3611527,Belum Selesai,9,48.63
TAB-2052,39,2024-02-21,Tanpa Nama,7030000,107822,3526295,3503705,Belum Selesai,19,50.16
TAB-2052,40,2024-03-02,Tanpa Nama,7030000,90414,3616709,3413291,Belum Selesai,10,51.45
TAB-2052,41,2024-03-11,Tanpa Nama,7030000,81836,3698545,3331455,Belum Selesai,9,52.61
TAB-2052,42,2024-03-25,Tanpa Nama,7030000,89403,3787948,3242052,Belum Selesai,14,53.88
TAB-2052,43,2024-04-11,Tanpa Nama,7030000,90938,3878886,3151114,Belum Selesai,17,55.18
TAB-2052,44,2024-04-29,Tanpa Nama,7030000,96729,3975615,3054385,Belum Selesai,18,56.55
TAB-2052,45,2024-05-09,Tanpa Nama,7030000,77907,4053522,2976478,Belum Selesai,10,57.66
TAB-2052,46,2024-06-24,Tanpa Nama,7030000,101487,4264183,2765817,Belum Selesai,46,60.66
TAB-2052,47,2024-07-03,Tanpa Nama,7030000,91000,4356176,2673824,Belum Selesai,9,61.97
TAB-2052,48,2024-07-22,Tanpa Nama,7030000,78861,4435037,2594963,Belum Selesai,19,63.09
TAB-2052,49,2024-08-14,Tanpa Nama,7030000,88520,4523557,2506443,Belum Selesai,23,64.35
TAB-2052,50,2024-09-06,Tanpa Nama,7030000,109174,4162696,2867304,Belum Selesai,23,59.21
TAB-2052,51,2024-09-08,Tanpa Nama,7030000,101213,4624770,2405230,Belum Selesai,2,65.79
TAB-2052,52,2024-09-25,Tanpa Nama,7030000,86019,4710789,2319211,Belum Selesai,17,67.01
TAB-2052,53,2024-10-25,Tanpa Nama,7030000,88000,4799053,2230947,Belum Selesai,30,68.27
TAB-2052,54,2024-11-07,Tanpa Nama,7030000,88587,4887640,2142360,Belum Selesai,13,69.53
TAB-2052,55,2024-11-21,Tanpa Nama,7030000,105000,4993382,2036618,Belum Selesai,14,71.03
TAB-2052,56,2024-12-18,Tanpa Nama,7030000,100337,5093719,1936281,Belum Selesai,27,72.46
TAB-2052,57,2025-01-13,Tanpa Nama,7030000,75460,5169179,1860821,Belum Selesai,26,73.53
TAB-2052,58,2025-01-27,Tanpa Nama,7030000,99209,5268388,1761612,Belum Selesai,14,74.94
TAB-2052,59,2025-02-24,Tanpa Nama,7030000,92932,5361320,1668680,Belum Selesai,28,76.26
TAB-2052,60,2025-03-03,Tanpa Nama,7030000,96598,5457918,1572082,Belum Selesai,7,77.64
TAB-2052,61,2025-03-31,Tanpa Nama,7030000,87338,5545256,1484744,Belum Selesai,28,78.88
TAB-2052,62,2025-05-08,Tanpa Nama,7030000,92943,5743487,1286513,Belum Selesai,38,81.7
TAB-2052,63,2025-06-20,Tanpa Nama,7030000,86824,5925731,1104269,Belum Selesai,43,84.29
TAB-2052,64,2025-07-19,Tanpa Nama,7030000,105758,6031489,998511,Belum Selesai,29,85.8
TAB-2052,65,2025-08-16,Tanpa Nama,7030000,91889,6123378,906622,Belum Selesai,28,87.1
TAB-2052,66,2025-08-26,Tanpa Nama,7030000,84169,6207547,822453,Belum Selesai,10,88.3
TAB-2052,67,2025-09-18,Tanpa Nama,7030000,84246,6291793,738207,Belum Selesai,23,89.5
TAB-2052,68,2025-10-08,Tanpa Nama,7030000,87439,6379232,650768,Belum Selesai,20,90.74
TAB-2052,69,2025-10-22,Tanpa Nama,7030000,76037,6455269,574731,Belum Selesai,14,91.82
TAB-2052,70,2025-11-03,Tanpa Nama,7030000,92707,6547976,482024,Belum Selesai,12,93.14
TAB-2052,71,2025-11-04,Tanpa Nama,7030000,105288,5650544,1379456,Belum Selesai,1,80.38
TAB-2052,72,2025-11-23,Tanpa Nama,7030000,87291,6635267,394733,Belum Selesai,19,94.39
TAB-2052,73,2025-12-08,Tanpa Nama,7030000,93449,6728716,301284,Belum Selesai,15,95.71
TAB-2052,74,2025-12-26,Tanpa Nama,7030000,70709,6799425,230575,Belum Selesai,18,96.72
TAB-2053,1,2022-02-28,Kursus Bootcamp It/Data Science,5140000,171708,171708,4968292,Belum Selesai,0,3.34
TAB-2053,2,2022-03-19,Kursus Bootcamp It/Data Science,5140000,178214,495157,4644843,Belum Selesai,19,9.63
TAB-2053,3,2022-04-03,Kursus Bootcamp It/Data Science,5140000,184172,679329,4460671,Belum Selesai,15,13.22
TAB-2053,4,2022-04-10,Kursus Bootcamp It/Data Science,5140000,158711,838040,4301960,Belum Selesai,7,16.3
TAB-2053,5,2022-04-27,Kursus Bootcamp It/Data Science,5140000,160467,998507,4141493,Belum Selesai,17,19.43
TAB-2053,6,2022-05-15,Kursus Bootcamp It/Data Science,5140000,145809,1144316,3995684,Belum Selesai,18,22.26
TAB-2053,7,2022-07-03,Kursus Bootcamp It/Data Science,5140000,145235,316943,4823057,Belum Selesai,49,6.17
TAB-2054,1,2020-02-07,Upgrade Hp Baru,8570000,360834,360834,8209166,Belum Selesai,0,4.21
TAB-2054,2,2020-02-12,Upgrade Hp Baru,8570000,315792,2413785,6156215,Belum Selesai,5,28.17
TAB-2054,3,2020-07-17,Upgrade Hp Baru,8570000,250703,611537,7958463,Belum Selesai,156,7.14
TAB-2054,4,2020-08-06,Upgrade Hp Baru,8570000,314537,926074,7643926,Belum Selesai,20,10.81
TAB-2054,5,2020-08-28,Upgrade Hp Baru,8570000,298570,1224644,7345356,Belum Selesai,22,14.29
TAB-2054,6,2020-09-28,Upgrade Hp Baru,8570000,288658,1513302,7056698,Belum Selesai,31,17.66
TAB-2054,7,2020-10-25,Upgrade Hp Baru,8570000,280568,1793870,6776130,Belum Selesai,27,20.93
TAB-2054,8,2020-11-18,Upgrade Hp Baru,8570000,304123,2097993,6472007,Belum Selesai,24,24.48
TAB-2054,9,2020-12-11,Upgrade Hp Baru,8570000,287708,2701493,5868507,Belum Selesai,23,31.52
TAB-2054,10,2020-12-20,Upgrade Hp Baru,8570000,292176,2993669,5576331,Belum Selesai,9,34.93
TAB-2054,11,2021-01-01,Upgrade Hp Baru,8570000,325937,3319606,5250394,Belum Selesai,12,38.74
TAB-2054,12,2021-01-18,Upgrade Hp Baru,8570000,298232,3617838,4952162,Belum Selesai,17,42.22
TAB-2054,13,2021-02-09,Upgrade Hp Baru,8570000,274365,3892203,4677797,Belum Selesai,22,45.42
TAB-2054,14,2021-03-04,Upgrade Hp Baru,8570000,320774,4212977,4357023,Belum Selesai,23,49.16
TAB-2054,15,2021-03-27,Upgrade Hp Baru,8570000,254912,4467889,4102111,Belum Selesai,23,52.13
TAB-2054,16,2021-04-21,Upgrade Hp Baru,8570000,268903,4736792,3833208,Belum Selesai,25,55.27
TAB-2054,17,2021-05-10,Upgrade Hp Baru,8570000,302196,5038988,3531012,Belum Selesai,19,58.8
TAB-2054,18,2021-05-21,Upgrade Hp Baru,8570000,311331,5350319,3219681,Belum Selesai,11,62.43
TAB-2054,19,2021-06-02,Upgrade Hp Baru,8570000,321730,5672049,2897951,Belum Selesai,12,66.18
TAB-2054,20,2021-07-23,Upgrade Hp Baru,8570000,297780,6257942,2312058,Belum Selesai,51,73.02
TAB-2054,21,2021-08-02,Upgrade Hp Baru,8570000,186518,6444460,2125540,Belum Selesai,10,75.2
TAB-2054,22,2021-08-23,Upgrade Hp Baru,8570000,292992,6737452,1832548,Belum Selesai,21,78.62
TAB-2054,23,2021-09-03,Upgrade Hp Baru,8570000,351143,7088595,1481405,Belum Selesai,11,82.71
TAB-2054,24,2021-09-25,Upgrade Hp Baru,8570000,309755,7398350,1171650,Belum Selesai,22,86.33
TAB-2054,25,2021-10-02,Upgrade Hp Baru,8570000,319911,7718261,851739,Belum Selesai,7,90.06
TAB-2054,26,2021-10-19,Upgrade Hp Baru,8570000,311879,8030140,539860,Belum Selesai,17,93.7
TAB-2054,27,2021-11-08,Upgrade Hp Baru,8570000,296534,8326674,243326,Belum Selesai,20,97.16
TAB-2054,28,2021-11-18,Upgrade Hp Baru,8570000,243326,8570000,0,Selesai,10,100.0
TAB-2055,1,2021-08-15,Beli Emas Antam,7830000,1759236,1759236,6070764,Belum Selesai,0,22.47
TAB-2055,2,2021-08-28,Beli Emas Antam,7830000,2000000,3759603,4070397,Belum Selesai,13,48.02
TAB-2055,3,2021-09-20,Beli Emas Antam,7830000,1713399,5473002,2356998,Belum Selesai,23,69.9
TAB-2055,4,2021-10-10,Beli Emas Antam,7830000,1778002,7251004,578996,Belum Selesai,20,92.61
TAB-2055,5,2021-11-08,Beli Emas Antam,7830000,578996,7830000,0,Selesai,29,100.0
TAB-2056,1,2021-03-30,Beli Ipad/Tablet Nugas,7610000,1169018,1169018,6440982,Belum Selesai,0,15.36
TAB-2056,2,2021-04-21,Beli Ipad/Tablet Nugas,7610000,884480,2053498,5556502,Belum Selesai,22,26.98
TAB-2056,3,2021-05-05,Beli Ipad/Tablet Nugas,7610000,995333,3048831,4561169,Belum Selesai,14,40.06
TAB-2056,4,2021-05-27,Beli Ipad/Tablet Nugas,7610000,1024502,4073333,3536667,Belum Selesai,22,53.53
TAB-2056,5,2021-06-09,Beli Ipad/Tablet Nugas,7610000,1085242,5158575,2451425,Belum Selesai,13,67.79
TAB-2056,6,2021-06-24,Beli Ipad/Tablet Nugas,7610000,1192597,6351172,1258828,Belum Selesai,15,83.46
TAB-2057,1,2021-12-14,Modal Nikah/Tunangan,85960000,7436855,7436855,78523145,Belum Selesai,0,8.65
TAB-2057,2,2022-01-24,Modal Nikah/Tunangan,85960000,10217481,26681761,59278239,Belum Selesai,41,31.04
TAB-2057,3,2022-02-21,Modal Nikah/Tunangan,85960000,8846686,35528447,50431553,Belum Selesai,28,41.33
TAB-2057,4,2022-03-17,Modal Nikah/Tunangan,85960000,8858710,44387157,41572843,Belum Selesai,24,51.64
TAB-2057,5,2022-03-24,Modal Nikah/Tunangan,85960000,6825815,51212972,34747028,Belum Selesai,7,59.58
TAB-2057,6,2022-04-01,Modal Nikah/Tunangan,85960000,8482795,59695767,26264233,Belum Selesai,8,69.45
TAB-2057,7,2022-05-01,Modal Nikah/Tunangan,85960000,9027425,16464280,69495720,Belum Selesai,30,19.15
TAB-2057,8,2022-05-01,Modal Nikah/Tunangan,85960000,8066228,67761995,18198005,Belum Selesai,0,78.83
TAB-2057,9,2022-05-28,Modal Nikah/Tunangan,85960000,8542960,76304955,9655045,Belum Selesai,27,88.77
TAB-2057,10,2022-06-14,Modal Nikah/Tunangan,85960000,8907569,85212524,747476,Belum Selesai,17,99.13
TAB-2057,11,2022-07-13,Modal Nikah/Tunangan,85960000,747476,85960000,0,Selesai,29,100.0
TAB-2058,1,2020-05-22,Beli Emas Antam,8200000,316475,316475,7883525,Belum Selesai,0,3.86
TAB-2058,2,2020-06-29,Beli Emas Antam,8200000,252970,847609,7352391,Belum Selesai,38,10.34
TAB-2058,3,2020-07-28,Beli Emas Antam,8200000,333518,1181127,7018873,Belum Selesai,29,14.4
TAB-2058,4,2020-08-20,Beli Emas Antam,8200000,286656,1467783,6732217,Belum Selesai,23,17.9
TAB-2058,5,2020-09-15,Beli Emas Antam,8200000,262184,1729967,6470033,Belum Selesai,26,21.1
TAB-2058,6,2020-09-30,Beli Emas Antam,8200000,253885,1983852,6216148,Belum Selesai,15,24.19
TAB-2058,7,2020-10-30,Beli Emas Antam,8200000,263278,2247130,5952870,Belum Selesai,30,27.4
TAB-2058,8,2020-11-16,Beli Emas Antam,8200000,261434,2508564,5691436,Belum Selesai,17,30.59
TAB-2058,9,2020-12-01,Beli Emas Antam,8200000,303496,2812060,5387940,Belum Selesai,15,34.29
TAB-2058,10,2020-12-20,Beli Emas Antam,8200000,284618,3096678,5103322,Belum Selesai,19,37.76
TAB-2058,11,2021-01-11,Beli Emas Antam,8200000,262180,3358858,4841142,Belum Selesai,22,40.96
TAB-2058,12,2021-01-21,Beli Emas Antam,8200000,317335,3676193,4523807,Belum Selesai,10,44.83
TAB-2058,13,2021-01-31,Beli Emas Antam,8200000,300609,3976802,4223198,Belum Selesai,10,48.5
TAB-2058,14,2021-03-02,Beli Emas Antam,8200000,296417,4273219,3926781,Belum Selesai,30,52.11
TAB-2058,15,2021-03-18,Beli Emas Antam,8200000,277018,4550237,3649763,Belum Selesai,16,55.49
TAB-2058,16,2021-04-25,Beli Emas Antam,8200000,333875,5174541,3025459,Belum Selesai,38,63.1
TAB-2058,17,2021-05-16,Beli Emas Antam,8200000,233001,5407542,2792458,Belum Selesai,21,65.95
TAB-2058,18,2021-06-14,Beli Emas Antam,8200000,277736,5685278,2514722,Belum Selesai,29,69.33
TAB-2058,19,2021-07-04,Beli Emas Antam,8200000,282348,5967626,2232374,Belum Selesai,20,72.78
TAB-2058,20,2021-07-12,Beli Emas Antam,8200000,297196,6264822,1935178,Belum Selesai,8,76.4
TAB-2058,21,2021-07-29,Beli Emas Antam,8200000,240343,6505165,1694835,Belum Selesai,17,79.33
TAB-2058,22,2021-08-15,Beli Emas Antam,8200000,283356,6788521,1411479,Belum Selesai,17,82.79
TAB-2058,23,2021-09-05,Beli Emas Antam,8200000,283264,7071785,1128215,Belum Selesai,21,86.24
TAB-2058,24,2021-09-14,Beli Emas Antam,8200000,355429,7427214,772786,Belum Selesai,9,90.58
TAB-2058,25,2021-10-01,Beli Emas Antam,8200000,341410,7768624,431376,Belum Selesai,17,94.74
TAB-2058,26,2021-10-16,Beli Emas Antam,8200000,305769,8074393,125607,Belum Selesai,15,98.47
TAB-2058,27,2021-11-12,Beli Emas Antam,8200000,125607,8200000,0,Selesai,27,100.0
TAB-2059,1,2021-12-10,Beli Kamera Analog/Mirrorless,7780000,174612,174612,7605388,Belum Selesai,0,2.24
TAB-2059,2,2021-12-31,Beli Kamera Analog/Mirrorless,7780000,208260,382872,7397128,Belum Selesai,21,4.92
TAB-2059,3,2022-01-14,Beli Kamera Analog/Mirrorless,7780000,176711,559583,7220417,Belum Selesai,14,7.19
TAB-2059,4,2022-02-02,Beli Kamera Analog/Mirrorless,7780000,211485,771068,7008932,Belum Selesai,19,9.91
TAB-2059,5,2022-02-19,Beli Kamera Analog/Mirrorless,7780000,203099,974167,6805833,Belum Selesai,17,12.52
TAB-2059,6,2022-03-08,Beli Kamera Analog/Mirrorless,7780000,207900,1182067,6597933,Belum Selesai,17,15.19
TAB-2059,7,2022-03-18,Beli Kamera Analog/Mirrorless,7780000,192843,1374910,6405090,Belum Selesai,10,17.67
TAB-2059,8,2022-03-31,Beli Kamera Analog/Mirrorless,7780000,241960,1616870,6163130,Belum Selesai,13,20.78
TAB-2059,9,2022-04-12,Beli Kamera Analog/Mirrorless,7780000,191798,1808668,5971332,Belum Selesai,12,23.25
TAB-2060,1,2022-04-01,Beli Laptop Skripsi,7160000,165127,165127,6374873,Belum Selesai,0,2.31
TAB-2060,2,2022-04-13,Beli Laptop Skripsi,6540000,177927,343054,6196946,Belum Selesai,12,5.25
TAB-2060,3,2022-05-10,Beli Laptop Skripsi,6540000,171750,514804,6025196,Belum Selesai,27,7.87
TAB-2060,4,2022-05-17,Beli Laptop Skripsi,6540000,151025,665829,5874171,Belum Selesai,7,10.18
TAB-2060,5,2022-06-12,Beli Laptop Skripsi,6540000,178484,844313,5695687,Belum Selesai,26,12.91
TAB-2060,6,2022-07-24,Beli Laptop Skripsi,6540000,152854,1143897,5396103,Belum Selesai,42,17.49
TAB-2060,7,2022-08-20,Beli Laptop Skripsi,6540000,170272,1314169,5225831,Belum Selesai,27,20.09
TAB-2060,8,2022-09-18,Beli Laptop Skripsi,6540000,179261,1493430,5046570,Belum Selesai,29,22.84
TAB-2060,9,2022-10-18,Beli Laptop Skripsi,6540000,208050,1701480,4838520,Belum Selesai,30,26.02
TAB-2060,10,2022-11-05,Beli Laptop Skripsi,6540000,174894,1876374,4663626,Belum Selesai,18,28.69
TAB-2060,11,2022-12-05,Beli Laptop Skripsi,6540000,162925,2039299,4500701,Belum Selesai,30,31.18
TAB-2060,12,2022-12-28,Beli Laptop Skripsi,6540000,192586,2231885,4308115,Belum Selesai,23,34.13
TAB-2060,13,2023-01-24,Beli Laptop Skripsi,6540000,188102,2419987,4120013,Belum Selesai,27,37.0
TAB-2060,14,2023-02-13,Beli Laptop Skripsi,6540000,133346,2553333,3986667,Belum Selesai,20,39.04
TAB-2060,15,2023-03-09,Beli Laptop Skripsi,6540000,158500,2711833,3828167,Belum Selesai,24,41.47
TAB-2060,16,2023-03-19,Beli Laptop Skripsi,6540000,171059,2882892,3657108,Belum Selesai,10,44.08
TAB-2060,17,2023-04-18,Beli Laptop Skripsi,6540000,177475,3060367,3479633,Belum Selesai,30,46.79
TAB-2060,18,2023-05-13,Beli Laptop Skripsi,6540000,163938,3224305,3315695,Belum Selesai,25,49.3
TAB-2060,19,2023-06-30,Beli Laptop Skripsi,6540000,191646,3560068,2979932,Belum Selesai,48,54.44
TAB-2060,20,2023-07-23,Beli Laptop Skripsi,6540000,181571,3741639,2798361,Belum Selesai,23,57.21
TAB-2060,21,2023-08-19,Beli Laptop Skripsi,6540000,178627,3920266,2619734,Belum Selesai,27,59.94
TAB-2060,22,2023-09-15,Beli Laptop Skripsi,6540000,162927,4083193,2456807,Belum Selesai,27,62.43
TAB-2060,23,2023-10-07,Beli Laptop Skripsi,6540000,174118,4257311,2282689,Belum Selesai,22,65.1
TAB-2060,24,2023-10-30,Beli Laptop Skripsi,6540000,185104,4442415,2097585,Belum Selesai,23,67.93
TAB-2060,25,2023-11-20,Beli Laptop Skripsi,6540000,196828,4639243,1900757,Belum Selesai,21,70.94
TAB-2060,26,2023-12-16,Beli Laptop Skripsi,6540000,180183,4819426,1720574,Belum Selesai,26,73.69
TAB-2060,27,2023-12-25,Beli Laptop Skripsi,6540000,186173,5005599,1534401,Belum Selesai,9,76.54
TAB-2060,28,2024-01-20,Beli Laptop Skripsi,6540000,151430,5157029,1382971,Belum Selesai,26,78.85
TAB-2060,29,2024-01-30,Beli Laptop Skripsi,6540000,196988,5354017,1185983,Belum Selesai,10,81.87
TAB-2060,30,2024-02-20,Beli Laptop Skripsi,6540000,174667,5528684,1011316,Belum Selesai,21,84.54
TAB-2060,31,2024-03-03,Beli Laptop Skripsi,6540000,150793,5679477,860523,Belum Selesai,12,86.84
TAB-2060,32,2024-03-25,Beli Laptop Skripsi,6540000,179680,5859157,680843,Belum Selesai,22,89.59
TAB-2060,33,2024-04-09,Beli Laptop Skripsi,6540000,131000,5990647,549353,Belum Selesai,15,91.6
TAB-2060,34,2024-04-30,Beli Laptop Skripsi,6540000,218627,6209274,330726,Belum Selesai,21,94.94
TAB-2060,35,2024-05-21,Beli Laptop Skripsi,6540000,172328,6381602,158398,Belum Selesai,21,97.58
TAB-2060,36,2024-05-30,Beli Laptop Skripsi,6540000,158398,6540000,0,Selesai,9,100.0
TAB-2061,1,2022-05-25,Liburan Ke Bali/Jogja,4680000,40975,40975,4639025,Belum Selesai,0,0.88
TAB-2061,2,2022-06-13,Liburan Ke Bali/Jogja,4680000,52865,93840,4586160,Belum Selesai,19,2.01
TAB-2061,3,2022-07-14,Liburan Ke Bali/Jogja,4680000,46737,140577,4539423,Belum Selesai,31,3.0
TAB-2061,4,2022-08-04,Liburan Ke Bali/Jogja,4680000,53226,193803,4486197,Belum Selesai,21,4.14
TAB-2061,5,2022-09-14,Liburan Ke Bali/Jogja,4680000,47364,285890,4394110,Belum Selesai,41,6.11
TAB-2061,6,2022-09-26,Liburan Ke Bali/Jogja,4680000,49242,335132,4344868,Belum Selesai,12,7.16
TAB-2061,7,2022-10-25,Liburan Ke Bali/Jogja,4680000,55314,390446,4289554,Belum Selesai,29,8.34
TAB-2061,8,2022-11-15,Liburan Ke Bali/Jogja,4680000,40632,431078,4248922,Belum Selesai,21,9.21
TAB-2061,9,2022-12-08,Liburan Ke Bali/Jogja,4680000,42918,473996,4206004,Belum Selesai,23,10.13
TAB-2061,10,2023-02-03,Liburan Ke Bali/Jogja,4680000,59314,582979,4097021,Belum Selesai,57,12.46
TAB-2061,11,2023-02-25,Liburan Ke Bali/Jogja,4680000,39599,622578,4057422,Belum Selesai,22,13.3
TAB-2061,12,2023-03-17,Liburan Ke Bali/Jogja,4680000,49976,672554,4007446,Belum Selesai,20,14.37
TAB-2061,13,2023-03-30,Liburan Ke Bali/Jogja,4680000,46158,718712,3961288,Belum Selesai,13,15.36
TAB-2061,14,2023-04-16,Liburan Ke Bali/Jogja,4680000,50200,768912,3911088,Belum Selesai,17,16.43
TAB-2061,15,2023-05-07,Liburan Ke Bali/Jogja,4680000,53508,822420,3857580,Belum Selesai,21,17.57
TAB-2061,16,2023-06-03,Liburan Ke Bali/Jogja,4680000,41245,863665,3816335,Belum Selesai,27,18.45
TAB-2061,17,2023-07-03,Liburan Ke Bali/Jogja,4680000,46665,910330,3769670,Belum Selesai,30,19.45
TAB-2061,18,2023-08-01,Liburan Ke Bali/Jogja,4680000,49669,523665,4156335,Belum Selesai,29,11.19
TAB-2061,19,2023-08-01,Liburan Ke Bali/Jogja,4680000,46893,957223,3722777,Belum Selesai,0,20.45
TAB-2061,20,2023-08-21,Liburan Ke Bali/Jogja,4680000,48017,1005240,3674760,Belum Selesai,20,21.48
TAB-2061,21,2023-09-13,Liburan Ke Bali/Jogja,4680000,48467,1053707,3626293,Belum Selesai,23,22.52
TAB-2061,22,2023-10-09,Liburan Ke Bali/Jogja,4680000,56513,1110220,3569780,Belum Selesai,26,23.72
TAB-2061,23,2023-10-30,Liburan Ke Bali/Jogja,4680000,52338,1162558,3517442,Belum Selesai,21,24.84
TAB-2061,24,2023-11-19,Liburan Ke Bali/Jogja,4680000,50386,1212944,3467056,Belum Selesai,20,25.92
TAB-2061,25,2023-12-12,Liburan Ke Bali/Jogja,4680000,50522,1263466,3416534,Belum Selesai,23,27.0
TAB-2061,26,2023-12-23,Liburan Ke Bali/Jogja,4680000,47778,1311244,3368756,Belum Selesai,11,28.02
TAB-2061,27,2024-01-09,Liburan Ke Bali/Jogja,4680000,56574,1367818,3312182,Belum Selesai,17,29.23
TAB-2061,28,2024-01-23,Liburan Ke Bali/Jogja,4680000,49958,1417776,3262224,Belum Selesai,14,30.29
